,O*NET職業代碼,職業名稱,任務摘要,語意相似度,自動化風險分數
17570,47-2131,"Insulation Workers, Floor, Ceiling, and Wall","Distribute insulating materials evenly into small spaces within floors, ceilings, or walls, using blowers and hose attachments, or cement mortars.",-0.001,0.83
17571,47-2131,"Insulation Workers, Floor, Ceiling, and Wall","Move controls, buttons, or levers to start blowers and regulate flow of materials through nozzles.",0.044,0.83
17572,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",Fill blower hoppers with insulating materials.,-0.032,0.83
17573,47-2131,"Insulation Workers, Floor, Ceiling, and Wall","Cover, seal, or finish insulated surfaces or access holes with plastic covers, canvas strips, sealants, tape, cement or asphalt mastic.",0.089,0.83
17574,47-2131,"Insulation Workers, Floor, Ceiling, and Wall","Read blueprints, and select appropriate insulation, based on space characteristics and the heat retaining or excluding characteristics of the material.",0.101,0.83
17575,47-2131,"Insulation Workers, Floor, Ceiling, and Wall","Remove old insulation, such as asbestos, following safety procedures.",0.101,0.83
17576,47-2131,"Insulation Workers, Floor, Ceiling, and Wall","Prepare surfaces for insulation application by brushing or spreading on adhesives, cement, or asphalt, or by attaching metal pins to surfaces.",-0.008,0.83
17577,47-2132,"Insulation Workers, Mechanical","Measure and cut insulation for covering surfaces, using tape measures, handsaws, knives, and scissors.",0.002,0.64
17578,47-2132,"Insulation Workers, Mechanical","Apply, remove, and repair insulation on industrial equipment, pipes, ductwork, or other mechanical systems such as heat exchangers, tanks, and vessels, to help control noise and maintain temperatures.",0.205,0.64
17579,47-2132,"Insulation Workers, Mechanical","Select appropriate insulation, such as fiberglass, Styrofoam, or cork, based on the heat retaining or excluding characteristics of the material.",0.062,0.64
17580,47-2132,"Insulation Workers, Mechanical","Fit insulation around obstructions, and shape insulating materials and protective coverings as required.",0.072,0.64
17581,47-2132,"Insulation Workers, Mechanical","Determine the amounts and types of insulation needed, and methods of installation, based on factors such as location, surface shape, and equipment use.",-0.002,0.64
17582,47-2132,"Insulation Workers, Mechanical","Cover, seal, or finish insulated surfaces or access holes with plastic covers, canvas strips, sealants, tape, cement, or asphalt mastic.",0.091,0.64
17583,47-2132,"Insulation Workers, Mechanical",Install sheet metal around insulated pipes with screws to protect the insulation from weather conditions or physical damage.,0.066,0.64
17584,47-2132,"Insulation Workers, Mechanical",Read blueprints and specifications to determine job requirements.,0.074,0.64
17585,47-2132,"Insulation Workers, Mechanical","Prepare surfaces for insulation application by brushing or spreading on adhesives, cement, or asphalt, or by attaching metal pins to surfaces.",-0.008,0.64
17586,47-2141,"Painters, Construction and Maintenance","Fill cracks, holes, or joints with caulk, putty, plaster, or other fillers, using caulking guns or putty knives.",0.038,0.75
17587,47-2141,"Painters, Construction and Maintenance",Cover surfaces with dropcloths or masking tape and paper to protect surfaces during painting.,0.04,0.75
17588,47-2141,"Painters, Construction and Maintenance","Smooth surfaces, using sandpaper, scrapers, brushes, steel wool, or sanding machines.",-0.009,0.75
17589,47-2141,"Painters, Construction and Maintenance",Read work orders or receive instructions from supervisors or homeowners to determine work requirements.,0.038,0.75
17590,47-2141,"Painters, Construction and Maintenance","Apply primers or sealers to prepare new surfaces, such as bare wood or metal, for finish coats.",0.008,0.75
17591,47-2141,"Painters, Construction and Maintenance","Apply paint, stain, varnish, enamel, or other finishes to equipment, buildings, bridges, or other structures, using brushes, spray guns, or rollers.",0.006,0.75
17592,47-2141,"Painters, Construction and Maintenance","Erect scaffolding or swing gates, or set up ladders, to work above ground level.",-0.005,0.75
17593,47-2141,"Painters, Construction and Maintenance","Mix and match colors of paint, stain, or varnish with oil or thinning and drying additives to obtain desired colors and consistencies.",0.012,0.75
17594,47-2141,"Painters, Construction and Maintenance","Calculate amounts of required materials and estimate costs, based on surface measurements or work orders.",0.006,0.75
17595,47-2141,"Painters, Construction and Maintenance",Polish final coats to specified finishes.,-0.068,0.75
17596,47-2141,"Painters, Construction and Maintenance","Wash and treat surfaces with oil, turpentine, mildew remover, or other preparations, and sand rough spots to ensure that finishes will adhere properly.",0.15,0.75
17597,47-2141,"Painters, Construction and Maintenance","Select and purchase tools or finishes for surfaces to be covered, considering durability, ease of handling, methods of application, and customers' wishes.",0.065,0.75
17598,47-2141,"Painters, Construction and Maintenance","Remove old finishes by stripping, sanding, wire brushing, burning, or using water or abrasive blasting.",0.022,0.75
17599,47-2141,"Painters, Construction and Maintenance","Remove fixtures such as pictures, door knobs, lamps, or electric switch covers prior to painting.",0.021,0.75
17600,47-2141,"Painters, Construction and Maintenance","Use special finishing techniques such as sponging, ragging, layering, or faux finishing.",-0.007,0.75
17601,47-2141,"Painters, Construction and Maintenance",Cut stencils and brush or spray lettering or decorations on surfaces.,-0.009,0.75
17602,47-2141,"Painters, Construction and Maintenance","Waterproof buildings, using waterproofers or caulking.",0.028,0.75
17603,47-2141,"Painters, Construction and Maintenance",Spray or brush hot plastics or pitch onto surfaces.,-0.018,0.75
17604,47-2141,"Painters, Construction and Maintenance","Bake finishes on painted or enameled articles, using baking ovens.",-0.064,0.75
17605,47-2142,Paperhangers,Smooth strips or sections of paper with brushes or rollers to remove wrinkles and bubbles and to smooth joints.,0.008,0.87
17606,47-2142,Paperhangers,"Trim rough edges from strips, using straightedges and trimming knives.",-0.007,0.87
17607,47-2142,Paperhangers,"Trim excess material at ceilings or baseboards, using knives.",-0.081,0.87
17608,47-2142,Paperhangers,"Check finished wallcoverings for proper alignment, pattern matching, and neatness of seams.",0.095,0.87
17609,47-2142,Paperhangers,"Mark vertical guidelines on walls to align strips, using plumb bobs and chalk lines.",-0.012,0.87
17610,47-2142,Paperhangers,"Cover interior walls and ceilings of rooms with decorative wallpaper or fabric, using hand tools.",-0.066,0.87
17611,47-2142,Paperhangers,"Apply adhesives to the backs of paper strips, using brushes, or dunk strips of prepasted wallcovering in water, wiping off any excess adhesive.",-0.007,0.87
17612,47-2142,Paperhangers,"Measure and cut strips from rolls of wallpaper or fabric, using shears or razors.",-0.053,0.87
17613,47-2142,Paperhangers,"Place strips or sections of paper on surfaces, aligning section edges and patterns.",0.005,0.87
17614,47-2142,Paperhangers,"Fill holes, cracks, and other surface imperfections preparatory to covering surfaces.",0.068,0.87
17615,47-2142,Paperhangers,Measure surfaces or review work orders to estimate the quantities of materials needed.,-0.005,0.87
17616,47-2142,Paperhangers,Apply sizing to seal surfaces and maximize adhesion of coverings to surfaces.,-0.069,0.87
17617,47-2142,Paperhangers,"Smooth rough spots on walls and ceilings, using sandpaper.",-0.041,0.87
17618,47-2142,Paperhangers,"Set up equipment, such as pasteboards and scaffolds.",-0.029,0.87
17619,47-2142,Paperhangers,"Remove old paper, using water, steam machines, or solvents and scrapers.",0.037,0.87
17620,47-2142,Paperhangers,"Apply thinned glue to waterproof porous surfaces, using brushes, rollers, or pasting machines.",-0.009,0.87
17621,47-2142,Paperhangers,"Mix paste, using paste powder and water, and brush paste onto surfaces.",-0.042,0.87
17622,47-2142,Paperhangers,"Staple or tack advertising posters onto fences, walls, billboards, or poles.",-0.017,0.87
17623,47-2142,Paperhangers,"Remove paint, varnish, dirt, and grease from surfaces, using paint remover and water soda solutions.",0.06,0.87
17624,47-2142,Paperhangers,Apply acetic acid to damp plaster to prevent lime from bleeding through paper.,0.004,0.87
17625,47-2151,Pipelayers,"Install or use instruments such as lasers, grade rods, or transit levels.",-0.062,0.62
17626,47-2151,Pipelayers,Cut pipes to required lengths.,0.023,0.62
17627,47-2151,Pipelayers,"Connect pipe pieces and seal joints, using welding equipment, cement, or glue.",-0.016,0.62
17628,47-2151,Pipelayers,Cover pipes with earth or other materials.,-0.034,0.62
17629,47-2151,Pipelayers,Install or repair sanitary or stormwater sewer structures or pipe systems.,0.159,0.62
17630,47-2151,Pipelayers,Align and position pipes to prepare them for welding or sealing.,-0.013,0.62
17631,47-2151,Pipelayers,"Check slopes for conformance to requirements, using levels or lasers.",-0.041,0.62
17632,47-2151,Pipelayers,"Lay out pipe routes, following written instructions or blueprints and coordinating layouts with supervisors.",0.125,0.62
17633,47-2151,Pipelayers,"Operate mechanized equipment, such as pickup trucks, rollers, tandem dump trucks, front-end loaders, or backhoes.",0.053,0.62
17634,47-2151,Pipelayers,"Grade or level trench bases, using tamping machines or hand tools.",-0.081,0.62
17635,47-2151,Pipelayers,"Dig trenches to desired or required depths, by hand or using trenching tools.",-0.12,0.62
17636,47-2151,Pipelayers,Tap and drill holes into pipes to introduce auxiliary lines or devices.,-0.015,0.62
17637,47-2151,Pipelayers,"Locate existing pipes needing repair or replacement, using magnetic or radio indicators.",-0.017,0.62
17638,47-2151,Pipelayers,Train or supervise others in laying pipe.,0.03,0.62
17639,47-2152,"Plumbers, Pipefitters, and Steamfitters","Shut off steam, water, or other gases or liquids from pipe sections, using valve keys or wrenches.",0.012,0.35
17640,47-2152,"Plumbers, Pipefitters, and Steamfitters","Shut off steam, water, or other gases or liquids from pipe sections, using valve keys or wrenches.",0.012,0.35
17641,47-2152,"Plumbers, Pipefitters, and Steamfitters","Install underground storm, sanitary, or water piping systems, extending piping as needed to connect fixtures and plumbing.",0.072,0.35
17642,47-2152,"Plumbers, Pipefitters, and Steamfitters","Install underground storm, sanitary, or water piping systems, extending piping as needed to connect fixtures and plumbing.",0.072,0.35
17643,47-2152,"Plumbers, Pipefitters, and Steamfitters","Assemble pipe sections, tubing, or fittings, using couplings, clamps, screws, bolts, cement, plastic solvent, caulking, or soldering, brazing, or welding equipment.",0.142,0.35
